asn,prefix,as_path
197364,1.2.0.0/16,3255 20640 25418 1 1
43037,1.2.0.0/16,6939 13536 5738 10753 1 1
197348,1.2.0.0/16,3255 20640 25418 1 1
197327,1.2.0.0/16,3255 20640 25418 1 1
17139,1.2.0.0/16,3257 5738 10753 1 1
42847,1.2.0.0/16,8416 3216 2914 7029 63264 1 1
197158,1.2.0.0/16,3255 20640 25418 1 1
196953,1.2.0.0/16,3255 20640 25418 1 1
42488,1.2.0.0/16,5391 3356 10753 1 1
16771,1.2.0.0/16,3549 10753 1 1
42479,1.2.0.0/16,12025 10753 1 1
196790,1.2.0.0/16,3255 20640 25418 1 1
42429,1.2.0.0/16,28917 20640 25418 1 1
196740,1.2.0.0/16,3255 20640 25418 1 1
36269,1.2.0.0/16,3356 10753 1 1
61986,1.2.0.0/16,3255 20640 25418 1 1
9340,1.2.0.0/16,38525 1299 7029 63264 1 1
60777,1.2.0.0/16,3255 20640 25418 1 1
8234,1.2.0.0/16,6939 13536 5738 10753 1 1
59671,1.2.0.0/16,3255 20640 25418 1 1
265222,1.2.0.0/16,53163 26615 3549 10753 1 1
59468,1.2.0.0/16,3255 20640 25418 1 1
58015,1.2.0.0/16,3255 20640 25418 1 1
263769,1.2.0.0/16,16814 3356 10753 1 1
6584,1.2.0.0/16,8075 286 25418 1 1
32289,1.2.0.0/16,3549 10753 1 1
135166,1.2.0.0/16,4515 4826 3491 3549 10753 1 1
31793,1.2.0.0/16,2828 10753 1 1
134670,1.2.0.0/16,4637 32787 10753 1 1
6082,1.2.0.0/16,16265 32787 10753 1 1
263273,1.2.0.0/16,1916 3549 10753 1 1
57519,1.2.0.0/16,3255 20640 25418 1 1
5073,1.2.0.0/16,71 9318 3786 4809 15412 15802 57187 43531 5738 10753 1 1
262258,1.2.0.0/16,3549 10753 1 1
25783,1.2.0.0/16,3356 10753 1 1
63,1.2.0.0/16,13789 3356 10753 1 1
51500,1.2.0.0/16,3255 20640 25418 1 1
25144,1.2.0.0/16,6453 25418 1 1
50861,1.2.0.0/16,3255 20640 25418 1 1
50579,1.2.0.0/16,3255 20640 25418 1 1
50569,1.2.0.0/16,3255 20640 25418 1 1
50487,1.2.0.0/16,3255 20640 25418 1 1
50392,1.2.0.0/16,3255 20640 25418 1 1
49984,1.2.0.0/16,3255 20640 25418 1 1
49827,1.2.0.0/16,3255 20640 25418 1 1
49815,1.2.0.0/16,41313 3356 10753 1 1
204126,1.2.0.0/16,6939 13536 5738 10753 1 1
49824,1.2.0.0/16,3255 20640 25418 1 1
48964,1.2.0.0/16,3255 20640 25418 1 1
23240,1.2.0.0/16,3356 10753 1 1
48957,1.2.0.0/16,3255 20640 25418 1 1
202900,1.2.0.0/16,39582 6453 25418 1 1
48589,1.2.0.0/16,3255 20640 25418 1 1
48420,1.2.0.0/16,3255 20640 25418 1 1
48094,1.2.0.0/16,3255 20640 25418 1 1
48082,1.2.0.0/16,3255 20640 25418 1 1
48006,1.2.0.0/16,3255 20640 25418 1 1
202209,1.2.0.0/16,8717 20640 25418 1 1
47898,1.2.0.0/16,3255 20640 25418 1 1
47725,1.2.0.0/16,3255 20640 25418 1 1
44800,1.2.0.0/16,3255 20640 25418 1 1
198520,1.2.0.0/16,13178 10026 4657 12025 10753 1 1
44209,1.2.0.0/16,3255 20640 25418 1 1
18163,1.2.0.0/16,3786 4809 15412 15802 57187 43531 5738 10753 1 1
198191,1.2.0.0/16,43531 5738 10753 1 1
43880,1.2.0.0/16,3255 20640 25418 1 1
198166,1.2.0.0/16,32787 10753 1 1
17541,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
197569,1.2.0.0/16,8492 20640 25418 1 1
43258,1.2.0.0/16,3255 20640 25418 1 1
17489,1.2.0.0/16,4750 7568 4826 3491 3549 10753 1 1
43197,1.2.0.0/16,31133 3549 10753 1 1
197508,1.2.0.0/16,3356 10753 1 1
197517,1.2.0.0/16,3327 20640 25418 1 1
43206,1.2.0.0/16,3255 20640 25418 1 1
197486,1.2.0.0/16,34250 28910 31133 3549 10753 1 1
43175,1.2.0.0/16,3255 20640 25418 1 1
43013,1.2.0.0/16,32787 10753 1 1
197324,1.2.0.0/16,5391 3356 10753 1 1
43022,1.2.0.0/16,3255 20640 25418 1 1
42112,1.2.0.0/16,3255 20640 25418 1 1
15914,1.2.0.0/16,3356 10753 1 1
41631,1.2.0.0/16,3255 20640 25418 1 1
15568,1.2.0.0/16,3356 10753 1 1
41285,1.2.0.0/16,3255 20640 25418 1 1
14105,1.2.0.0/16,3549 10753 1 1
39822,1.2.0.0/16,3255 20640 25418 1 1
39680,1.2.0.0/16,3255 20640 25418 1 1
13754,1.2.0.0/16,3356 10753 1 1
39471,1.2.0.0/16,3255 20640 25418 1 1
39422,1.2.0.0/16,3255 20640 25418 1 1
13530,1.2.0.0/16,3356 10753 1 1
39247,1.2.0.0/16,3255 20640 25418 1 1
13367,1.2.0.0/16,3356 10753 1 1
39084,1.2.0.0/16,3255 20640 25418 1 1
39066,1.2.0.0/16,3255 20640 25418 1 1
35688,1.2.0.0/16,3255 20640 25418 1 1
9692,1.2.0.0/16,4766 4809 15412 15802 57187 43531 5738 10753 1 1
395468,1.2.0.0/16,22773 286 25418 1 1
35409,1.2.0.0/16,3255 20640 25418 1 1
395126,1.2.0.0/16,6939 13536 5738 10753 1 1
35067,1.2.0.0/16,3255 20640 25418 1 1
34814,1.2.0.0/16,3255 20640 25418 1 1
394699,1.2.0.0/16,6453 25418 1 1
34661,1.2.0.0/16,3255 20640 25418 1 1
34448,1.2.0.0/16,3255 20640 25418 1 1
31388,1.2.0.0/16,3255 20640 25418 1 1
30886,1.2.0.0/16,3255 20640 25418 1 1
55402,1.2.0.0/16,6648 3549 10753 1 1
132562,1.2.0.0/16,55410 3356 10753 1 1
29685,1.2.0.0/16,3255 20640 25418 1 1
3655,1.2.0.0/16,3356 10753 1 1
55092,1.2.0.0/16,3549 10753 1 1
132252,1.2.0.0/16,4826 3491 3549 10753 1 1
29375,1.2.0.0/16,3255 20640 25418 1 1
28776,1.2.0.0/16,3255 20640 25418 1 1
50662,1.2.0.0/16,3255 20640 25418 1 1
24945,1.2.0.0/16,3255 20640 25418 1 1
24593,1.2.0.0/16,3255 20640 25418 1 1
201382,1.2.0.0/16,28809 21011 20640 25418 1 1
47071,1.2.0.0/16,3549 10753 1 1
21354,1.2.0.0/16,3255 20640 25418 1 1
21131,1.2.0.0/16,3255 20640 25418 1 1
20897,1.2.0.0/16,3255 20640 25418 1 1
200892,1.2.0.0/16,3352 174 5738 10753 1 1
20873,1.2.0.0/16,3255 20640 25418 1 1
20536,1.2.0.0/16,3255 20640 25418 1 1
16038,1.2.0.0/16,3255 20640 25418 1 1
15738,1.2.0.0/16,3255 20640 25418 1 1
15595,1.2.0.0/16,3255 20640 25418 1 1
15461,1.2.0.0/16,3255 20640 25418 1 1
38703,1.2.0.0/16,4766 4809 15412 15802 57187 43531 5738 10753 1 1
12986,1.2.0.0/16,3255 20640 25418 1 1
12700,1.2.0.0/16,3255 20640 25418 1 1
38404,1.2.0.0/16,3786 4809 15412 15802 57187 43531 5738 10753 1 1
12687,1.2.0.0/16,20965 11537 1 1
8461,1.2.0.0/16,3255 20640 25418 1 1
32419,1.2.0.0/16,3549 10753 1 1
6702,1.2.0.0/16,3255 20640 25418 1 1
28996,1.2.0.0/16,3255 20640 25418 1 1
3279,1.2.0.0/16,3255 20640 25418 1 1
54301,1.2.0.0/16,2828 10753 1 1
2864,1.2.0.0/16,3255 20640 25418 1 1
42514,1.2.0.0/16,31133 3549 10753 1 1
196825,1.2.0.0/16,3254 3252 20640 25418 1 1
202960,1.2.0.0/16,35346 15836 174 5738 10753 1 1
48649,1.2.0.0/16,21011 20640 25418 1 1
35442,1.2.0.0/16,3254 3252 20640 25418 1 1
22220,1.2.0.0/16,3356 10753 1 1
47928,1.2.0.0/16,43561 20640 25418 1 1
202239,1.2.0.0/16,5563 20640 25418 1 1
265249,1.2.0.0/16,52683 6939 13536 5738 10753 1 1
59495,1.2.0.0/16,28890 9002 286 25418 1 1
31280,1.2.0.0/16,15694 3549 10753 1 1
262757,1.2.0.0/16,6939 13536 5738 10753 1 1
57003,1.2.0.0/16,5563 20640 25418 1 1
199311,1.2.0.0/16,29049 20640 25418 1 1
45000,1.2.0.0/16,3253 3216 2914 7029 63264 1 1
198002,1.2.0.0/16,47232 43531 5738 10753 1 1
43691,1.2.0.0/16,3253 3216 2914 7029 63264 1 1
20619,1.2.0.0/16,47569 5563 20640 25418 1 1
203703,1.2.0.0/16,9002 286 25418 1 1
203628,1.2.0.0/16,6939 13536 5738 10753 1 1
49255,1.2.0.0/16,9002 286 25418 1 1
203566,1.2.0.0/16,6939 13536 5738 10753 1 1
203475,1.2.0.0/16,6939 13536 5738 10753 1 1
203064,1.2.0.0/16,6939 13536 5738 10753 1 1
22143,1.2.0.0/16,3356 10753 1 1
202162,1.2.0.0/16,6939 13536 5738 10753 1 1
21971,1.2.0.0/16,31727 32787 10753 1 1
201990,1.2.0.0/16,6939 13536 5738 10753 1 1
21323,1.2.0.0/16,5391 3356 10753 1 1
47031,1.2.0.0/16,14905 22561 3257 5738 10753 1 1
201342,1.2.0.0/16,6939 13536 5738 10753 1 1
45850,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
200161,1.2.0.0/16,6939 13536 5738 10753 1 1
200015,1.2.0.0/16,6939 13536 5738 10753 1 1
19786,1.2.0.0/16,3356 10753 1 1
45494,1.2.0.0/16,7473 12025 10753 1 1
199805,1.2.0.0/16,6939 13536 5738 10753 1 1
198782,1.2.0.0/16,6939 13536 5738 10753 1 1
198743,1.2.0.0/16,6939 13536 5738 10753 1 1
198722,1.2.0.0/16,8943 6461 26114 1 1
44411,1.2.0.0/16,3255 20640 25418 1 1
198713,1.2.0.0/16,6939 13536 5738 10753 1 1
44284,1.2.0.0/16,6939 13536 5738 10753 1 1
198595,1.2.0.0/16,6939 13536 5738 10753 1 1
198526,1.2.0.0/16,8492 20640 25418 1 1
44215,1.2.0.0/16,3320 3303 7029 63264 1 1
44206,1.2.0.0/16,33871 31133 3549 10753 1 1
198517,1.2.0.0/16,6939 13536 5738 10753 1 1
44148,1.2.0.0/16,8708 2828 10753 1 1
198459,1.2.0.0/16,28917 20640 25418 1 1
198431,1.2.0.0/16,6939 13536 5738 10753 1 1
44099,1.2.0.0/16,43531 5738 10753 1 1
198410,1.2.0.0/16,6939 13536 5738 10753 1 1
198408,1.2.0.0/16,6939 13536 5738 10753 1 1
18323,1.2.0.0/16,4766 4809 15412 15802 57187 43531 5738 10753 1 1
198342,1.2.0.0/16,6939 13536 5738 10753 1 1
198327,1.2.0.0/16,6939 13536 5738 10753 1 1
43952,1.2.0.0/16,2854 20640 25418 1 1
198263,1.2.0.0/16,6939 13536 5738 10753 1 1
43529,1.2.0.0/16,5483 20640 25418 1 1
197840,1.2.0.0/16,6939 13536 5738 10753 1 1
17792,1.2.0.0/16,4826 3491 3549 10753 1 1
43509,1.2.0.0/16,8220 286 25418 1 1
197811,1.2.0.0/16,6939 13536 5738 10753 1 1
197682,1.2.0.0/16,6939 13536 5738 10753 1 1
43171,1.2.0.0/16,6939 13536 5738 10753 1 1
197482,1.2.0.0/16,6939 13536 5738 10753 1 1
43120,1.2.0.0/16,39608 16265 32787 10753 1 1
197431,1.2.0.0/16,6939 13536 5738 10753 1 1
42844,1.2.0.0/16,8717 20640 25418 1 1
197155,1.2.0.0/16,6939 13536 5738 10753 1 1
42769,1.2.0.0/16,39386 20640 25418 1 1
197080,1.2.0.0/16,6939 13536 5738 10753 1 1
42753,1.2.0.0/16,35768 8615 20764 20640 25418 1 1
197064,1.2.0.0/16,6939 13536 5738 10753 1 1
42580,1.2.0.0/16,2860 6939 13536 5738 10753 1 1
196891,1.2.0.0/16,6939 13536 5738 10753 1 1
42555,1.2.0.0/16,3356 10753 1 1
196866,1.2.0.0/16,6939 13536 5738 10753 1 1
16731,1.2.0.0/16,4637 32787 10753 1 1
196750,1.2.0.0/16,6939 13536 5738 10753 1 1
42428,1.2.0.0/16,35753 3356 10753 1 1
196739,1.2.0.0/16,6939 13536 5738 10753 1 1
42370,1.2.0.0/16,9153 43531 5738 10753 1 1
196681,1.2.0.0/16,6939 13536 5738 10753 1 1
9863,1.2.0.0/16,3786 4809 15412 15802 57187 43531 5738 10753 1 1
61297,1.2.0.0/16,3252 20640 25418 1 1
9808,1.2.0.0/16,5580 12989 2516 2510 10026 4657 12025 10753 1 1
9805,1.2.0.0/16,4808 209 12025 10753 1 1
61242,1.2.0.0/16,6939 13536 5738 10753 1 1
9733,1.2.0.0/16,9901 4637 32787 10753 1 1
61170,1.2.0.0/16,8359 20640 25418 1 1
9717,1.2.0.0/16,2764 32787 10753 1 1
61154,1.2.0.0/16,6939 13536 5738 10753 1 1
60620,1.2.0.0/16,3215 1299 7029 63264 1 1
9183,1.2.0.0/16,8220 286 25418 1 1
9180,1.2.0.0/16,16347 20640 25418 1 1
60617,1.2.0.0/16,6939 13536 5738 10753 1 1
8962,1.2.0.0/16,15694 3549 10753 1 1
60399,1.2.0.0/16,6939 13536 5738 10753 1 1
60299,1.2.0.0/16,6939 13536 5738 10753 1 1
34033,1.2.0.0/16,12714 20640 25418 1 1
394092,1.2.0.0/16,3549 10753 1 1
8334,1.2.0.0/16,39153 20764 20640 25418 1 1
59771,1.2.0.0/16,6939 13536 5738 10753 1 1
59434,1.2.0.0/16,35000 16265 32787 10753 1 1
265188,1.2.0.0/16,28666 22356 3549 10753 1 1
265194,1.2.0.0/16,262740 53087 3549 10753 1 1
59440,1.2.0.0/16,8359 20640 25418 1 1
135199,1.2.0.0/16,38625 55410 3356 10753 1 1
58036,1.2.0.0/16,34123 20640 25418 1 1
263790,1.2.0.0/16,22927 3549 10753 1 1
31890,1.2.0.0/16,2828 10753 1 1
31887,1.2.0.0/16,2828 10753 1 1
134764,1.2.0.0/16,4134 4809 15412 15802 57187 43531 5738 10753 1 1
57361,1.2.0.0/16,43139 16265 32787 10753 1 1
263115,1.2.0.0/16,18734 4826 3491 3549 10753 1 1
263121,1.2.0.0/16,262851 23106 3549 10753 1 1
57367,1.2.0.0/16,6939 13536 5738 10753 1 1
262437,1.2.0.0/16,263404 28142 18881 6762 4657 12025 10753 1 1
56689,1.2.0.0/16,9002 286 25418 1 1
262346,1.2.0.0/16,6939 13536 5738 10753 1 1
56592,1.2.0.0/16,6939 13536 5738 10753 1 1
56388,1.2.0.0/16,3252 20640 25418 1 1
52191,1.2.0.0/16,28917 20640 25418 1 1
664,1.2.0.0/16,27064 721 1299 7029 63264 1 1
52101,1.2.0.0/16,6939 13536 5738 10753 1 1
427,1.2.0.0/16,27066 721 1299 7029 63264 1 1
51864,1.2.0.0/16,6939 13536 5738 10753 1 1
51426,1.2.0.0/16,6939 13536 5738 10753 1 1
51148,1.2.0.0/16,6939 13536 5738 10753 1 1
51077,1.2.0.0/16,6939 13536 5738 10753 1 1
50786,1.2.0.0/16,6939 13536 5738 10753 1 1
50705,1.2.0.0/16,6939 13536 5738 10753 1 1
50453,1.2.0.0/16,6939 13536 5738 10753 1 1
50434,1.2.0.0/16,6939 13536 5738 10753 1 1
50418,1.2.0.0/16,6939 13536 5738 10753 1 1
50333,1.2.0.0/16,6939 13536 5738 10753 1 1
50222,1.2.0.0/16,6939 13536 5738 10753 1 1
50167,1.2.0.0/16,6939 13536 5738 10753 1 1
49830,1.2.0.0/16,6939 13536 5738 10753 1 1
203436,1.2.0.0/16,8359 20640 25418 1 1
49125,1.2.0.0/16,3255 20640 25418 1 1
48896,1.2.0.0/16,6939 13536 5738 10753 1 1
22699,1.2.0.0/16,3549 10753 1 1
48416,1.2.0.0/16,6939 13536 5738 10753 1 1
22653,1.2.0.0/16,3257 5738 10753 1 1
202681,1.2.0.0/16,31122 20640 25418 1 1
48370,1.2.0.0/16,8492 20640 25418 1 1
48347,1.2.0.0/16,6939 13536 5738 10753 1 1
22506,1.2.0.0/16,5006 22637 6461 26114 1 1
202534,1.2.0.0/16,6866 3549 10753 1 1
48223,1.2.0.0/16,43267 20640 25418 1 1
47790,1.2.0.0/16,6939 13536 5738 10753 1 1
201833,1.2.0.0/16,174 5738 10753 1 1
47522,1.2.0.0/16,6939 13536 5738 10753 1 1
21796,1.2.0.0/16,3549 10753 1 1
47513,1.2.0.0/16,20850 16265 32787 10753 1 1
47438,1.2.0.0/16,6939 13536 5738 10753 1 1
201422,1.2.0.0/16,47605 3549 10753 1 1
47111,1.2.0.0/16,6939 13536 5738 10753 1 1
18938,1.2.0.0/16,3356 10753 1 1
44484,1.2.0.0/16,6939 13536 5738 10753 1 1
18663,1.2.0.0/16,3549 10753 1 1
44380,1.2.0.0/16,8492 20640 25418 1 1
18411,1.2.0.0/16,4780 6453 25418 1 1
44128,1.2.0.0/16,5563 20640 25418 1 1
18120,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
43837,1.2.0.0/16,3252 20640 25418 1 1
17616,1.2.0.0/16,9848 6453 25418 1 1
43333,1.2.0.0/16,3356 10753 1 1
17608,1.2.0.0/16,3786 4809 15412 15802 57187 43531 5738 10753 1 1
197636,1.2.0.0/16,1764 20640 25418 1 1
43325,1.2.0.0/16,6939 13536 5738 10753 1 1
17536,1.2.0.0/16,4826 3491 3549 10753 1 1
197564,1.2.0.0/16,1257 286 25418 1 1
43253,1.2.0.0/16,6939 13536 5738 10753 1 1
197274,1.2.0.0/16,6939 13536 5738 10753 1 1
42963,1.2.0.0/16,6939 13536 5738 10753 1 1
197204,1.2.0.0/16,9002 286 25418 1 1
42893,1.2.0.0/16,6939 13536 5738 10753 1 1
42690,1.2.0.0/16,6939 13536 5738 10753 1 1
42339,1.2.0.0/16,6939 13536 5738 10753 1 1
42153,1.2.0.0/16,6939 13536 5738 10753 1 1
41930,1.2.0.0/16,6939 13536 5738 10753 1 1
41722,1.2.0.0/16,6939 13536 5738 10753 1 1
41560,1.2.0.0/16,5563 20640 25418 1 1
41508,1.2.0.0/16,6939 13536 5738 10753 1 1
41446,1.2.0.0/16,9002 286 25418 1 1
15689,1.2.0.0/16,5089 286 25418 1 1
41406,1.2.0.0/16,6939 13536 5738 10753 1 1
41268,1.2.0.0/16,8359 20640 25418 1 1
41247,1.2.0.0/16,6939 13536 5738 10753 1 1
39255,1.2.0.0/16,6939 13536 5738 10753 1 1
35810,1.2.0.0/16,6939 13536 5738 10753 1 1
61040,1.2.0.0/16,3267 20640 25418 1 1
395382,1.2.0.0/16,17113 3549 10753 1 1
35323,1.2.0.0/16,6939 13536 5738 10753 1 1
9457,1.2.0.0/16,3786 4809 15412 15802 57187 43531 5738 10753 1 1
395233,1.2.0.0/16,11290 3549 10753 1 1
35174,1.2.0.0/16,6939 13536 5738 10753 1 1
35144,1.2.0.0/16,43668 174 5738 10753 1 1
35063,1.2.0.0/16,6939 13536 5738 10753 1 1
60244,1.2.0.0/16,3292 286 25418 1 1
394586,1.2.0.0/16,11351 3549 10753 1 1
34527,1.2.0.0/16,6939 13536 5738 10753 1 1
394105,1.2.0.0/16,8220 286 25418 1 1
34046,1.2.0.0/16,3252 20640 25418 1 1
263099,1.2.0.0/16,6939 13536 5738 10753 1 1
57345,1.2.0.0/16,5392 3303 7029 63264 1 1
31628,1.2.0.0/16,6939 13536 5738 10753 1 1
31608,1.2.0.0/16,6939 13536 5738 10753 1 1
133650,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
132539,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
132542,1.2.0.0/16,9498 10026 4657 12025 10753 1 1
29665,1.2.0.0/16,6939 13536 5738 10753 1 1
132526,1.2.0.0/16,132142 6939 13536 5738 10753 1 1
29649,1.2.0.0/16,3549 10753 1 1
29491,1.2.0.0/16,3252 20640 25418 1 1
132152,1.2.0.0/16,4755 10026 4657 12025 10753 1 1
29275,1.2.0.0/16,3252 20640 25418 1 1
25591,1.2.0.0/16,9002 286 25418 1 1
25521,1.2.0.0/16,3252 20640 25418 1 1
25293,1.2.0.0/16,6939 13536 5738 10753 1 1
25084,1.2.0.0/16,6939 13536 5738 10753 1 1
24812,1.2.0.0/16,3252 20640 25418 1 1
24723,1.2.0.0/16,6939 13536 5738 10753 1 1
21395,1.2.0.0/16,6939 13536 5738 10753 1 1
16138,1.2.0.0/16,6939 13536 5738 10753 1 1
15848,1.2.0.0/16,6939 13536 5738 10753 1 1
15821,1.2.0.0/16,3252 20640 25418 1 1
13121,1.2.0.0/16,15772 20640 25418 1 1
12998,1.2.0.0/16,13249 20640 25418 1 1
38707,1.2.0.0/16,3786 4809 15412 15802 57187 43531 5738 10753 1 1
12990,1.2.0.0/16,6939 13536 5738 10753 1 1
64400,1.2.0.0/16,42314 1680 20640 25418 1 1
12963,1.2.0.0/16,3252 20640 25418 1 1
38310,1.2.0.0/16,55410 3356 10753 1 1
64030,1.2.0.0/16,7713 32787 10753 1 1
12593,1.2.0.0/16,3252 20640 25418 1 1
12555,1.2.0.0/16,6939 13536 5738 10753 1 1
12346,1.2.0.0/16,6453 25418 1 1
12324,1.2.0.0/16,6939 13536 5738 10753 1 1
394878,1.2.0.0/16,3356 10753 1 1
60560,1.2.0.0/16,8262 3356 10753 1 1
9123,1.2.0.0/16,6939 13536 5738 10753 1 1
60235,1.2.0.0/16,8220 286 25418 1 1
8798,1.2.0.0/16,6939 13536 5738 10753 1 1
59779,1.2.0.0/16,1764 20640 25418 1 1
8342,1.2.0.0/16,6939 13536 5738 10753 1 1
34019,1.2.0.0/16,20640 25418 1 1
394078,1.2.0.0/16,3549 10753 1 1
59754,1.2.0.0/16,44285 43754 12880 6453 25418 1 1
265508,1.2.0.0/16,22566 174 5738 10753 1 1
59760,1.2.0.0/16,43267 20640 25418 1 1
8323,1.2.0.0/16,6939 13536 5738 10753 1 1
203311,1.2.0.0/16,3249 1299 7029 63264 1 1
47595,1.2.0.0/16,48287 6939 13536 5738 10753 1 1
201906,1.2.0.0/16,3249 1299 7029 63264 1 1
47299,1.2.0.0/16,3303 7029 63264 1 1
47290,1.2.0.0/16,20804 3356 10753 1 1
201601,1.2.0.0/16,9002 286 25418 1 1
19781,1.2.0.0/16,3549 10753 1 1
199800,1.2.0.0/16,3249 1299 7029 63264 1 1
45017,1.2.0.0/16,9002 286 25418 1 1
199328,1.2.0.0/16,3327 20640 25418 1 1
18049,1.2.0.0/16,4780 6453 25418 1 1
43757,1.2.0.0/16,5588 286 25418 1 1
198068,1.2.0.0/16,3327 20640 25418 1 1
17592,1.2.0.0/16,9848 6453 25418 1 1
43300,1.2.0.0/16,9121 6939 13536 5738 10753 1 1
197611,1.2.0.0/16,3249 1299 7029 63264 1 1
9891,1.2.0.0/16,7568 4826 3491 3549 10753 1 1
61328,1.2.0.0/16,3249 1299 7029 63264 1 1
9752,1.2.0.0/16,55410 3356 10753 1 1
61189,1.2.0.0/16,3327 20640 25418 1 1
31481,1.2.0.0/16,6805 286 25418 1 1
134358,1.2.0.0/16,4826 3491 3549 10753 1 1
31484,1.2.0.0/16,6939 13536 5738 10753 1 1
5764,1.2.0.0/16,13768 286 25418 1 1
47736,1.2.0.0/16,3249 1299 7029 63264 1 1
198248,1.2.0.0/16,20884 5610 6939 13536 5738 10753 1 1
43937,1.2.0.0/16,8551 3549 10753 1 1
42012,1.2.0.0/16,3249 1299 7029 63264 1 1
60826,1.2.0.0/16,29226 20640 25418 1 1
9389,1.2.0.0/16,4847 174 5738 10753 1 1
35106,1.2.0.0/16,3249 1299 7029 63264 1 1
201175,1.2.0.0/16,3313 8968 3549 10753 1 1
46864,1.2.0.0/16,3356 10753 1 1
21147,1.2.0.0/16,3327 20640 25418 1 1
54682,1.2.0.0/16,7029 63264 1 1
3245,1.2.0.0/16,57344 3549 10753 1 1
31494,1.2.0.0/16,9002 286 25418 1 1
134371,1.2.0.0/16,58717 6453 25418 1 1
31497,1.2.0.0/16,8220 286 25418 1 1
63964,1.2.0.0/16,6453 25418 1 1
12527,1.2.0.0/16,3243 8657 286 25418 1 1
54680,1.2.0.0/16,11680 701 9498 10026 4657 12025 10753 1 1
3243,1.2.0.0/16,8657 286 25418 1 1
52813,1.2.0.0/16,6939 13536 5738 10753 1 1
207124,1.2.0.0/16,3239 12389 4809 15412 15802 57187 43531 5738 10753 1 1
202838,1.2.0.0/16,20485 4809 15412 15802 57187 43531 5738 10753 1 1
48527,1.2.0.0/16,3239 12389 4809 15412 15802 57187 43531 5738 10753 1 1
16161,1.2.0.0/16,3269 174 5738 10753 1 1
41878,1.2.0.0/16,16086 3549 10753 1 1
42374,1.2.0.0/16,6939 13536 5738 10753 1 1
196685,1.2.0.0/16,3226 31133 3549 10753 1 1
52217,1.2.0.0/16,3226 31133 3549 10753 1 1
203868,1.2.0.0/16,8371 3216 2914 7029 63264 1 1
49557,1.2.0.0/16,3226 31133 3549 10753 1 1
21701,1.2.0.0/16,3561 4637 32787 10753 1 1
47409,1.2.0.0/16,286 25418 1 1
201720,1.2.0.0/16,3292 286 25418 1 1
47418,1.2.0.0/16,3226 31133 3549 10753 1 1
38959,1.2.0.0/16,31133 3549 10753 1 1
60703,1.2.0.0/16,6939 13536 5738 10753 1 1
9266,1.2.0.0/16,4826 3491 3549 10753 1 1
34983,1.2.0.0/16,31133 3549 10753 1 1
45558,1.2.0.0/16,6453 25418 1 1
199869,1.2.0.0/16,3225 43531 5738 10753 1 1
42610,1.2.0.0/16,12389 4809 15412 15802 57187 43531 5738 10753 1 1
196921,1.2.0.0/16,6412 3549 10753 1 1
21802,1.2.0.0/16,3257 5738 10753 1 1
47519,1.2.0.0/16,3225 43531 5738 10753 1 1
132111,1.2.0.0/16,2914 7029 63264 1 1
29237,1.2.0.0/16,3225 43531 5738 10753 1 1
33413,1.2.0.0/16,20115 3549 10753 1 1
393472,1.2.0.0/16,3223 20640 25418 1 1
47060,1.2.0.0/16,11269 6453 25418 1 1
201371,1.2.0.0/16,3223 20640 25418 1 1
46966,1.2.0.0/16,20115 3549 10753 1 1
201277,1.2.0.0/16,3356 10753 1 1
17338,1.2.0.0/16,3549 10753 1 1
43046,1.2.0.0/16,6830 286 25418 1 1
197357,1.2.0.0/16,3223 20640 25418 1 1
53667,1.2.0.0/16,3223 20640 25418 1 1
50347,1.2.0.0/16,3223 20640 25418 1 1
49340,1.2.0.0/16,6939 13536 5738 10753 1 1
203651,1.2.0.0/16,4657 12025 10753 1 1
49349,1.2.0.0/16,3223 20640 25418 1 1
22927,1.2.0.0/16,3549 10753 1 1
48644,1.2.0.0/16,3223 20640 25418 1 1
201531,1.2.0.0/16,6939 13536 5738 10753 1 1
47220,1.2.0.0/16,3223 20640 25418 1 1
199335,1.2.0.0/16,32787 10753 1 1
45024,1.2.0.0/16,3223 20640 25418 1 1
44301,1.2.0.0/16,31042 3549 10753 1 1
198612,1.2.0.0/16,12552 3549 10753 1 1
44310,1.2.0.0/16,3223 20640 25418 1 1
42926,1.2.0.0/16,3223 20640 25418 1 1
39107,1.2.0.0/16,6939 13536 5738 10753 1 1
38345,1.2.0.0/16,4826 3491 3549 10753 1 1
36666,1.2.0.0/16,3223 20640 25418 1 1
34528,1.2.0.0/16,8371 3216 2914 7029 63264 1 1
394587,1.2.0.0/16,3549 10753 1 1
34549,1.2.0.0/16,6939 13536 5738 10753 1 1
4557,1.2.0.0/16,14085 11537 1 1
55994,1.2.0.0/16,4812 4809 15412 15802 57187 43531 5738 10753 1 1
30277,1.2.0.0/16,3223 20640 25418 1 1
25454,1.2.0.0/16,3223 20640 25418 1 1
24582,1.2.0.0/16,6939 13536 5738 10753 1 1
46665,1.2.0.0/16,6461 26114 1 1
20948,1.2.0.0/16,3223 20640 25418 1 1
33936,1.2.0.0/16,9002 286 25418 1 1
393995,1.2.0.0/16,3356 10753 1 1
